Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP
R2;452;0208;RADOVLJICA - PODVIN;2.820;5.400;697;Radovljica 2;QLD;3.228;75;2.850;90;177;17;14;2;3;52;DIST
R2;452;0208;PODVIN - CRNIVEC;5.400;7.423;773;Podvin;R 10x4;3.550;55;3.230;85;130;30;10;5;5;60;DIST
R2;454;1400;MB AC - MIKLAVZ;0;3.000;20;Miklavz sever;QLTC8;12.573;85;11.545;95;652;101;54;13;28;113;PLDP
R2;454;1400;MIKLAVZ - HAJDINA;3.000;17.670;606;Starse;QLD6;5.401;38;4.975;64;203;44;44;12;21;79;PLDP
R2;454;1519;ZLATOLICJE – PRIKLJ. ZLATOLICJE ;0;1.560;;;P;950;2;829;4;30;20;41;9;15;41;PLDP
R2;454;1495;HAJDINA  (Mariborska c.- Gomile) ;0;2.060;639;Zgornja Hajdina;QLTC10;10.078;65;9.009;43;620;122;75;40;104;170;PLDP
R3;601;7507;BORJANA - PODBELA;0;2.800;;;P;180;4;167;2;5;1;1;0;0;2;PLDP
R3;601;7507;PODBELA - ROBIDISCE;2.800;9.735;;;P;60;2;55;0;3;0;0;0;0;-;PLDP
R3;602;1032;STARO SELO - BREGINJ-MOST;0;16.725;93;Staro selo - Breginj;R 08x1;900;5;821;8;40;15;10;0;1;12;PLDP
R3;603;1041;MOST NA SOCI - USNIK;0;4.271;532;Kozarsce;QLD5;947;30;813;3;45;24;24;2;6;23;PLDP
R3;604;5701;ROCINJ - LIG;0;9.995;528;Rocinj;R 11x4;220;3;199;0;14;2;1;1;0;2;PLDP
R3;605;5702;KAMBRESKO - SOLARJI;0;10.770;529;Kambresko;R 11x4;80;3;71;0;5;1;0;0;0;0;PLDP
R3;605;5702;SOLARJI - LIVEK;10.770;19.538;;;P;50;5;43;0;2;0;0;0;0;0;PLDP
R3;605;1545;SOLARJI-MEJA ITALIJA;0;324;;;P;40;2;36;0;2;0;0;0;0;0;PLDP
R3;606;5703;KANAL - LIG-MISCEK-NEBLO;0;35.376;455;Kanal;R 11x4;330;7;301;2;16;3;1;0;0;2;PLDP
R3;607;5723;PREVAL - GRGAR-CEPOVAN;0;14.133;98;Grgar;R 08x1;780;10;703;4;45;16;2;0;0;6;PLDP
R3;608;1067;SOLKAN - GRGAR;0;3.000;599;Solkan 2;QLD5;3.620;38;3.284;10;183;49;47;3;6;43;PLDP
R3;608;1067;GRGAR - LOKVE;3.000;19.400;225;Solkan - Lokve;R 11x4;1.300;45;1.113;8;84;30;15;5;0;20;PLDP
R3;608;1065;LOKVE - CEPOVAN;0;5.440;224;Lokve;R 08x4;190;15;155;0;13;3;1;1;2;3;PLDP
R3;608;1068;CEPOVAN - DOL.TREBUSA;0;10.870;449;Dolenja Trebusa 2;R 08x4;310;20;261;0;22;5;1;1;0;2;PLDP
R3;609;2117;AJDOVSCINA - PREDMEJA;0;12.996;456;Lokavec;R 06x1;660;20;594;2;30;10;4;0;0;5;PLDP
R3;609;1064;PREDMEJA - LOKVE;0;11.575;;;P;120;15;91;1;4;9;0;0;0;2;PLDP
R3;609;1066;CEPOVAN - MOST NA SOCI;0;13.220;534;Lazi;R 11x4;190;7;171;0;7;2;3;0;0;2;PLDP
R3;610;1370;D.TREBUSA - SP.IDRIJA;0;21.990;390;Dolenja Trebusa;R 08x4;140;3;126;0;9;1;1;0;0;1;PLDP
R3;610;1371;PECNIK(MAROF) - ZIRI;0;10.546;;;P;1.000;8;938;9;24;8;8;3;2;13;PLDP
R3;611;1024;DORNBERK - SELO;0;5.150;208;Batuje;QLD5;1.746;21;1.539;9;103;32;31;4;7;33;PLDP
R3;612;1042;PLAVE - GONJACE;0;6.190;213;Plave;R 09x1;840;25;687;8;50;10;60;0;0;35;PLDP
R3;613;1437;AJSEVICA - KROMBERK;0;3.100;209;Kromberk;QLTC10;12.264;89;11.051;33;761;149;70;31;80;148;PLDP
R3;613;1437;KROMBERK - NOVA GORICA;3.100;3.960;;;P;17.500;90;15.680;65;830;455;135;130;115;339;PLDP
R3;614;1046;PRIKLJ. SEMPETER - SEMPETER (POLJE);0;1.086;;;P;2.450;50;2.211;4;100;30;30;10;15;38;PLDP
R3;614;5733;SEMPETER (POLJE) - VRTOJBA;0;860;;;P;2.000;40;1.753;2;150;20;20;5;10;24;PLDP
R3;614;1550;VRTOJBA -  D.VRTOJBA;0;1.300;;;P;6.550;50;6.043;7;310;40;40;20;40;68;PLDP
R3;614;1550;D.VRTOJBA -  GORNJI MIREN;1.300;3.064;908;Vrtojba;QLD6;5.618;48;5.133;6;305;37;37;16;36;61;PLDP
R3;614;1408;GORNJI MIREN - MIREN;0;551;470;Miren;QLD5;5.711;64;5.221;17;253;75;46;16;19;67;PLDP
R3;614;1047;MIREN - OPATJE SELO;0;7.771;559;Miren-3;R 11x4;1.250;40;1.025;18;100;40;20;5;2;30;PLDP
R3;614;1048;OPATJE SELO - KOMEN;0;14.885;215;Kostanjevica;QLD;465;17;403;4;27;6;5;1;2;7;PLDP
R3;614;1049;KOMEN - KOBJEGLAVA;0;4.540;216;Tomacevica;QLD;799;25;670;3;53;20;23;2;3;20;PLDP
R3;614;1049;KOBJEGLAVA - STANJEL;4.540;8.700;23;Kobjeglava;R 07x4;1.100;30;914;7;70;40;35;2;2;26;PLDP
R3;614;1050;STANJEL - MANCE;0;11.750;217;Mance;QLD;950;25;827;8;41;20;25;2;2;22;PLDP
R3;615;5736;TRI HISE - PRIKLJ. VOGRSKO;0;2.850;252;Vogrsko;QLTC10;5.271;35;4.443;14;449;119;78;32;101;152;PLDP
R3;615;5736;PRIKLJ.  VOGRSKO - VOLCJA DRAGA;2.850;6.257;473;Vogrsko 2;QLD6;2.715;25;2.340;5;206;41;61;14;23;33;WIM
R3;615;5740;VOLCJA DRAGA - RENCE;0;3.200;472;Bukovica;QLD5;2.134;32;1.894;8;92;53;33;10;12;44;PLDP
R3;615;5740;RENCE - GORNJI MIREN;3.200;5.754;560;Bilje;R 11x4;3.850;50;3.410;19;195;100;48;15;13;70;PLDP
R3;616;1056;GORJANSKO - KLARICI;0;10.090;422;Brestovica;R 09x4;260;15;214;0;20;10;1;0;0;3;PLDP
R3;617;1054;KOMEN - GORJANSKO;0;3.163;218;Komen;QLD6;1.834;41;1.678;4;89;12;7;1;2;9;PLDP
R3;617;1055;GORJANSKO - ZEKENC;0;2.969;783;Gorjansko;R 10x4;1.200;30;1.074;1;70;20;4;1;0;7;PLDP
R3;618;6807;BRANIK - KOMEN;0;7.725;457;Branik 1;R 09x4;820;21;731;2;40;20;4;1;1;8;PLDP
R3;618;6805;KOMEN  - KRAJNA VAS;0;8.130;458;Volcji Grad;R 09x4;850;20;742;1;58;22;5;1;1;9;PLDP
R3;618;6804;KRAJNA VAS - DUTOVLJE;0;2.320;791;Krajna vas;R 10x4;1.380;27;1.181;9;90;53;18;0;2;25;PLDP
R3;619;1025;DUTOVLJE - REPENTABOR;0;5.422;419;Dol pri Vogljah;QLD3;1.542;2;1.443;4;66;15;9;1;2;11;PLDP
R3;620;6831;STORJE - STANJEL;0;11.249;453;Kazlje;QLD;719;14;615;3;50;17;14;3;3;15;PLDP
R3;621;1412;KALCE - PODKRAJ;0;15.000;497;Hrusica;QLD5;436;14;367;3;22;13;13;3;1;13;PLDP
R3;621;1412;PODKRAJ - COL;15.000;19.927;;;P;750;15;567;5;100;45;10;3;5;21;PLDP
R3;622;6848;GORICE - KOSANA;0;9.432;80;Vremski Britof 2;R 11x4;600;9;492;1;45;18;13;3;19;24;PLDP
R3;622;6848;KOSANA - KAL;9.432;16.252;21;Neverke;R 11x4;1.315;12;1.127;1;94;38;21;6;16;32;PLDP
R3;623;3718;KASTELEC - PODGORJE;0;10.928;505;Podgorje;R 08x1;420;5;388;4;14;5;3;0;1;5;PLDP
R3;624;3721;LOKA - PODPEC-RAKITOVEC;0;15.513;501;Rakitovec;R 10x4;115;9;89;4;5;8;0;0;0;3;PLDP
R3;625;1061;BERTOKI - SV. ANTON;0;6.900;221;Vrtine;QLD;5.113;15;4.823;14;225;26;7;1;2;17;PLDP
R3;625;1061;SV. ANTON - GRACISCE;6.900;14.206;772;Sv. Anton;R 10x4;1.620;10;1.526;6;65;10;2;1;0;8;PLDP
R3;626;3726;GRACISCE - BREZOVICA;0;8.517;732;Brezovica;R 08x1;90;4;83;0;2;1;0;0;0;0;PLDP
R3;627;3716;CRNI KAL  -  OSP;0;4.220;770;Gabrovica;QLD;712;25;603;2;33;28;19;1;1;17;PLDP
R3;628;1427;SECOVLJE - DRAGONJA;0;3.006;702;Dragonja;QLD5;2.528;41;2.265;18;127;50;25;1;1;31;PLDP
R3;629;1381;VALETA;0;793;;;P;10.600;130;9.938;50;350;80;40;2;10;65;PLDP
R3;629;1479;VALETA - BELI KRIZ-PIRAN;0;1.625;192;Beli kriz;QLD5;5.373;122;4.831;33;270;73;36;1;7;52;PLDP
R3;630;1069;PREM - CELJE;0;5.930;226;Prem;R 11x4;270;9;228;1;29;3;0;0;0;1;PLDP
R3;630;1069;CELJE - PREGARJE;5.930;11.840;592;Pregarje-3;R 08x1;170;2;147;0;21;0;0;0;0;-;PLDP
R3;630;1069;PREGARJE - OBROV;11.840;18.596;590;Pregarje-1;R 08x1;380;13;345;0;19;0;3;0;0;2;PLDP
R3;630;1070;OBROV - GOLAC;0;8.650;527;Golac;R 07x1;170;2;137;1;13;1;6;4;6;10;PLDP
R3;631;3223;STAROD - MEJA RH;0;3.130;790;Starod;R 10x4;25;0;22;0;0;2;1;0;0;1;PLDP
R3;632;1378;IL.BISTRICA - ZABICE;0;9.570;396;Vrbovo;QLD6;2.050;21;1.903;10;87;10;11;6;2;17;PLDP
R3;632;1378;ZABICE - NOVOKRACINE;9.570;17.660;789;Novokracine;R 10x4;280;6;258;3;10;3;0;0;0;2;PLDP
R3;632;3224;JELSANE - NOVOKRACINE;0;3.441;523;Novokracine;R 07x1;400;5;368;5;12;9;0;0;1;5;PLDP
R3;633;1099;BITNJE - JEREKA;0;1.934;239;Jereka;R 11x4;1.653;30;1.469;15;82;36;18;3;0;24;PLDP
R3;633;1098;JEREKA - JEZERO;0;6.800;9;Srednja vas v Bohinju;QLD6;1.140;20;1.016;12;63;12;13;2;2;17;PLDP
R3;634;1104;JAVORNIK - GORJE;0;8.264;241;Kocna;QLD5;2.023;38;1.848;14;80;21;16;2;4;77;WIM
R3;634;1094;GORJE - BLED;0;3.430;235;Spodnje Gorje;QLD5;4.173;60;3.755;61;189;54;44;5;5;65;PLDP
R3;635;1121;LESCE - K.GORICA-LIPNICA;0;9.966;250;Kamna Gorica;QLD5;1.726;32;1.529;21;77;35;28;2;2;32;PLDP
R3;635;1122;LIPNICA - KROPA;0;2.000;251;Kamna Gorica 2;R 10x4;1.100;10;995;28;46;13;5;1;2;19;PLDP
R3;635;1122;KROPA - RUDNO;2.000;15.217;544;Rudno 2;R 07x1;780;25;686;5;40;5;17;1;1;13;PLDP
R3;635;1127;RUDNO - CESNJICA;0;2.270;543;Rudno 1;R 07x1;1.070;20;955;5;55;8;20;2;5;18;PLDP
R3;636;1126;LIPNICA - OVSISE;0;4.500;254;Kamna Gorica 3;R 10x4;1.750;14;1.526;15;67;32;51;21;24;66;PLDP
R3;636;1126;OVSISE - GOBOVCE;4.500;5.944;547;Gobovce;R 07x1;2.550;8;2.007;10;190;70;150;60;55;165;PLDP
R3;636;1529;PODTABOR - ZVIRCE;0;2.571;549;Podtabor-2;QLD6;1.980;48;1.527;7;142;50;141;29;36;124;PLDP
R3;638;1131;ZIROVNICA - BEGUNJE;0;6.290;256;Zabreznica;QLD6;3.015;34;2.772;28;131;24;21;2;3;30;PLDP
R3;638;1132;BEGUNJE - BISTRICA(TRZIC);0;10.420;257;Begunje 2;R 10x4;950;25;824;11;60;20;10;0;0;9;PLDP
R3;639;1141;LJ(SENTVID - SMARTNO);0;3.000;325;LJ Tacen;QLD*;10.381;113;9.411;148;602;44;35;15;13;107;PLDP
R3;639;1141;LJ(SMARTNO) - VODICE;3.000;10.800;260;Povodje;QLD6;2.577;49;2.322;24;144;17;12;3;6;25;PLDP
R3;639;1142;VODICE ;0;4.000;464;Vodice;QLD6;3.155;31;2.709;15;237;55;54;15;39;78;PLDP
R3;639;1142;VODICE - SP.BRNIK;4.000;5.100;261;Spodnji Brnik;PRAZNO;2.100;30;1.685;25;230;40;50;10;30;69;PLDP
R3;639;1143;SP.BRNIK - CERKLJE;0;4.558;669;Zgornji Brnik;QLD6;2.944;24;2.524;35;240;34;53;12;22;69;PLDP
R3;640;1373;RAKEK - LOGATEC;0;14.035;392;Laze pri Logatcu;QLD5;515;14;422;12;26;18;18;1;4;21;PLDP
R3;641;1369;LJUBLJANICA - POL.GRADEC;0;9.100;;;P;290;20;193;8;30;20;14;2;3;18;PLDP
R3;641;1369;POL.GRADEC - DOBROVA;9.100;19.500;389;Log pri Polhovem Gradcu;QLD;2.523;25;2.243;15;154;40;35;5;6;39;PLDP
R3;641;1369;DOBROVA - LJ(DOLGI MOST);19.500;23.456;598;Dobrova;QLD6;7.262;73;6.585;49;424;52;53;10;16;74;PLDP
R3;642;1146;VRHNIKA - PODPEC;0;16.678;265;Borovnica;QLD6;2.812;29;2.583;12;133;15;17;6;17;31;PLDP
R3;642;1147;PODPEC - IG;0;8.960;266;Jezero;R 08x4;1.000;30;857;8;65;10;15;5;10;22;PLDP
R3;642;1150;IG;0;820;;;P;3.300;45;2.770;40;335;35;40;15;20;66;PLDP
R3;642;1360;IG - LJ (PERUZZIJEVA);0;7.413;383;Ig 2;QLD6;6.426;20;5.926;44;346;29;34;16;11;127;WIM
R3;643;1436;PODPEC - RAKITNA;0;11.200;700;Preserje;QLD;1.264;6;1.164;15;46;16;14;1;2;18;PLDP
R3;643;1362;RAKITNA - CERKNICA;0;18.195;563;Rakitna-2;R 07x1;300;3;268;2;15;10;2;0;0;4;PLDP
R3;644;1356;LJ(SMARTIN.) - PRIKLJ. SNEBERJE;0;2.745;747;LJ Smartno;QLTC10;11.156;105;10.246;126;593;39;25;7;15;88;PLDP
R3;644;1356;PRIKLJ. SNEBERJE - SENTJAKOB;2.745;3.931;380;Sneberje;QLTC8;9.230;93;8.456;65;517;45;35;7;12;66;PLDP
R3;644;1357;SENTJAKOB - DOMZALE;0;6.180;381;Podgorica;QLD6;8.254;56;7.558;39;470;51;55;11;14;70;PLDP
R3;644;1358;DOMZALE - DUPLICA;0;6.090;382;Nozice;QLD*;9.256;52;8.253;72;580;74;109;31;85;172;PLDP
R3;645;1188;LJ(LITIJSKA) - ZADVOR;0;2.672;692;Zadvor;QLD6;5.994;43;5.150;72;445;94;101;27;62;156;PLDP
R3;645;1189;ZADVOR - SMARTNO P.LITIJI;0;26.433;437;Besnica;QLD3;1.254;17;1.164;3;46;11;11;1;1;6;WIM
R3;646;1194;SKOFLJICA  -  SMARJE-SAP;0;3.726;;;;1.000;25;853;35;60;15;5;5;2;25;PLDP
R3;646;1443;SMARJE - SAP - CIKAVA;0;2.761;288;Smarje - Sap;QLD6;4.487;41;3.988;39;295;37;46;19;22;73;PLDP
R3;646;1444;CIKAVA  -  GROSUPLJE;0;2.141;273;Cikava;QLD*;12.602;42;11.116;87;980;136;83;86;72;204;PLDP
R3;646;1195;GROSUPLJE - IVANCNA GOR.;0;14.046;436;Zgornja Draga;QLD5;1.891;31;1.657;21;105;36;31;5;5;77;WIM
R3;647;1172;PEROVO - GROSUPLJE;0;1.480;561;Grosuplje;QLD*;6.155;18;5.451;83;391;60;74;33;45;133;PLDP
R3;647;1151;GROSUPLJE;0;308;;;P;8.500;85;7.800;110;290;70;100;25;20;139;PLDP
R3;647;1173;GROSUPLJE - MLACEVO;0;2.317;275;Veliko Mlacevo;QLD5;6.383;43;5.653;34;441;75;99;20;18;103;PLDP
R3;647;1174;MLACEVO - PLESIVICA;0;3.230;276;Veliko Mlacevo 2;R 10x4;2.850;25;2.631;9;140;20;15;6;4;22;PLDP
R3;647;1174;PLESIVICA - KRKA;3.230;15.062;;;P;400;5;366;2;20;3;2;1;1;4;PLDP
R3;647;1368;MLACEVO - VIDEM;0;12.000;388;Malo Mlacevo;QLD5;2.916;14;2.563;22;202;38;51;14;12;59;PLDP
R3;647;1368;VIDEM - RASICA;12.000;18.935;784;Predstruge;R 10x4;1.350;16;1.123;21;93;49;35;7;6;44;PLDP
R3;648;2912;VIDEM - PRI CERKVI STRUGE;0;10.392;785;Kompolje;R 10x4;1.250;7;1.146;10;52;21;6;0;8;16;PLDP
R3;648;3601;PRI CERKVI STRUGE - ZVIRCE;0;4.800;461;Zvirce 1;R 09x1;250;9;212;3;12;10;4;0;0;5;PLDP
R3;648;3601;ZVIRCE - SMUKA;4.800;14.695;463;Zvirce 3;R 09x1;130;4;118;0;4;4;0;0;0;1;PLDP
R3;649;2915;ZAGRADEC - AMBRUS-ZVIRCE;0;10.951;462;Zvirce 2;R 09x1;270;3;242;0;16;9;0;0;0;2;PLDP
R3;650;1159;ZUZEMBERK - PLUSKA;0;13.762;269;Dobrava;QLD5;673;14;571;9;36;12;25;3;3;22;PLDP
R3;651;1198;TREBNJE - MIRNA PEC;0;8.550;290;Mirna Pec;QLD;1.345;15;1.206;11;68;13;24;4;4;24;PLDP
R3;651;1198;MIRNA PEC - NM(BUCNA VAS);8.550;15.879;;;P;2.000;20;1.826;13;80;20;30;5;6;31;PLDP
R3;651;0399;NOVO MESTO (BUCNA VAS - KRKA);0;1.090;;;P;11.000;45;9.555;50;800;200;150;90;110;289;PLDP
R3;651;0252;PRIKLJ. NM ZAHOD - V. BUCNA VAS;0;1.900;194;NM Karteljevo;QLTC8;6.649;20;5.806;41;497;60;100;67;58;158;PLDP
R3;651;0252;V. BUCNA VAS - NM BUCNA VAS;1.900;2.710;;;P;9.400;20;8.410;45;620;70;90;75;70;169;PLDP
R3;652;1457;MORAVCE - CATEZ;0;6.200;283;Catez;QLD5;341;5;294;1;19;10;10;0;2;9;PLDP
R3;652;1457;CATEZ - TREBNJE;6.200;16.117;173;Kamni Potok;R 11x4;1.900;17;1.584;6;160;69;30;14;20;53;PLDP
R3;653;1363;SODRAZICA - HRIB;0;11.150;385;Travna gora;R 08x1;1.310;5;1.185;7;75;30;3;2;3;14;PLDP
R3;653;1364;HRIB - PODPLANINA;0;18.860;506;MP Podplanina;R 04x4;50;3;45;0;1;1;0;0;0;-;PLDP
R3;654;3611;STALCERJI - KOC. REKA;0;5.835;465;Kocevska Reka;QLD6;944;17;828;6;51;8;8;17;9;24;PLDP
R3;655;6643;DOL. VAS  -  GOTEN. - KOC. REKA;0;16.525;162;Grcarice;R 09x1;900;10;847;3;5;6;3;20;6;20;PLDP
R3;656;3651;KOCEVSKA REKA - BOROVEC;0;6.035;;;P;200;5;189;4;2;0;0;0;0;2;PLDP
R3;656;3619;BOROVEC  -  DRAGARJI;0;3.498;;;P;50;1;44;1;4;0;0;0;0;-;PLDP
R3;656;3650;DRAGARJI - GOZDNA CESTA (OSILNICA);0;1.371;;;P;5;0;3;0;0;0;2;0;0;1;PLDP
R3;656;3650;GOZDNA CESTA (OSILNICA) - OSILNICA;1.371;10.619;;;P;50;3;40;0;5;1;1;0;0;1;PLDP
R3;657;3610;PETRINA - GRIVAC-MIRTOVICI;0;11.325;743;Petrina 2;QLD3;233;8;197;5;20;2;1;0;0;3;PLDP
R3;657;1345;BOSLJIVA LOKA - OSILNICA;0;9.520;445;Osilnica;R 09x1;200;2;185;0;8;5;0;0;0;1;PLDP
R3;658;2517;DOBLICE - SV.ANA-STARI TRG;0;9.865;468;Stari trg;R 09x4;600;15;533;0;35;12;2;1;2;5;PLDP
R3;658;1450;STARI TRG ;0;1.203;;;P;620;10;579;1;20;10;0;0;0;2;PLDP
R3;658;1433;STARI TRG - BREZOVICA;0;8.464;452;Predgrad;QLD6;623;11;539;1;47;8;10;4;3;11;PLDP
R3;659;3616;STARI TRG - KOT;0;3.599;;;P;250;5;209;8;18;6;1;1;2;7;PLDP
R3;659;2515;KOT - SODEVCI;0;780;509;MP Sodevci;R 08x1;190;3;172;0;15;0;0;0;0;-;PLDP
R3;660;1179;CRNOMELJ - DOLENJCI;0;9.810;281;Crnomelj;QLD6;2.087;14;1.948;3;84;15;17;3;3;17;PLDP
R3;660;1342;DOLENJCI - VRHOVCI;0;3.680;451;Dolenjci 2;R 09x4;900;8;835;2;35;10;8;1;1;8;PLDP
R3;660;1342;VRHOVCI - ZUNICI;3.680;8.730;;;P;400;2;382;2;10;2;1;0;1;4;PLDP
R3;660;1342;ZUNICI - MP ZUNICI;8.730;9.390;508;MP Zunici;R 09x4;30;0;29;0;1;0;0;0;0;-;PLDP
R3;661;1210;MEJA RH - KRMACINA - DRASICI;0;5.000;301;Drasici;R 05x1;530;0;479;4;35;5;5;1;1;6;PLDP
R3;661;1210;DRASICI - METLIKA;5.000;9.270;745;Drasici;QLD5;641;7;577;3;31;9;12;1;1;10;PLDP
R3;662;5407;METLIKA - RADOVICI;0;3.000;;;P;850;5;764;8;45;18;8;1;1;12;PLDP
R3;662;5407;RADOVICI - MP BOZAKOVO;3.000;8.130;525;MP Bozakovo;R 09x4;40;0;37;0;1;2;0;0;0;-;PLDP
R3;663;5401;BUSINJA VAS - RADOVICA;0;4.594;;;P;200;4;165;1;10;11;9;0;0;7;PLDP
R3;663;5404;RADOVICA - OSTRIZ;0;3.500;;;P;100;0;92;0;7;1;0;0;0;-;PLDP
R3;664;2501;GABER -  URSNA S. - NOVO M.;0;22.148;164;Ljuben;QLD5;1.713;9;1.566;10;86;15;23;2;2;21;PLDP
R3;665;1191;LJUBEZ V LAZIH - SOPOTA;0;15.100;;;P;230;2;210;2;2;8;5;1;0;6;PLDP
R3;665;1191;SOPOTA - RADECE;15.100;28.032;285;Jagnjenica;QLD5;1.165;22;999;8;89;16;29;1;1;22;PLDP
R3;666;8115;SOPOTA - PODKUM-ZAGORJE;0;10.370;703;Zagorje 3;R 08x4;1.100;5;971;5;45;15;50;4;5;36;PLDP
R3;667;1385;ZBURE - SMARJESKE TOPLICE;0;5.140;565;Zbure 2;QLD;1.641;15;1.463;25;68;20;37;7;6;41;PLDP
R3;667;1385;SMARJESKE TOPLICE - DOLENJE KRONOVO;5.140;6.698;402;Smarjeske Toplice;QLD6;4.135;22;3.802;34;200;27;30;10;10;47;PLDP
R3;668;5846;GABRJE - RATEZ;0;5.581;475;Gabrje;R 11x4;910;1;902;0;7;0;0;0;0;7;WIM
R3;670;1244;BIZELJSKO  -  ORESJE;0;5.260;435;MP Bizeljsko (Oresje);R 08x1;330;9;263;5;34;8;10;1;0;9;PLDP
R3;671;2237;KRIZAJ - PODBOCJE-SUTNA;0;3.846;191;Podbocje;R 07x1;940;0;938;1;1;0;0;0;0;0;PLDP
R3;671;3921;SUTNA - PLANINA V PODBOCJU;0;10.050;;;P;20;2;-73;20;45;23;2;0;1;-;PLDP
R3;672;1337;IMPOLJCA - ZAVRATEC;0;4.900;;;P;1.500;20;1.324;11;95;29;12;4;5;15;PLDP
R3;672;1338;ZAVRATEC - SMEDNIK;0;9.229;369;Raka;R 09x4;1.560;15;1.433;7;35;25;20;10;15;22;PLDP
R3;672;3927;SMEDNIK - ZAMESKO-KOSTANJEVICA;0;9.176;183;Dolenje Ravno;R 08x4;1.350;15;1.223;7;35;25;20;10;15;34;PLDP
R3;673;1340;DRNOVO - KRIZAJ;0;5.705;371;Malo Mrasevo;QLD6;2.553;25;2.266;11;142;24;58;15;12;55;PLDP
R3;674;1384;ZAVRATEC - SKOCJAN;0;10.495;401;Skocjan 2;R 11x4;1.080;15;935;8;80;28;12;1;1;16;PLDP
R3;675;1207;CATEZ OB SAVI - MOKRICE;0;7.479;184;Ribnica;R 08x1;730;10;631;6;40;9;28;2;4;22;PLDP
R3;675;1481;MOKRICE  -  OBREZJE - SLOV. VAS;0;2.687;677;MP Slovenska vas;QLD3;2.736;14;2.543;17;154;8;0;0;0;9;PLDP
R3;676;2204;SP. POHANCA - (R1-219);0;7.740;471;Artice;QLD;1.912;18;1.684;24;98;32;44;4;8;46;PLDP
R3;676;2204;(R1-219) - KAPELE;7.740;10.120;;;P;900;6;767;15;65;28;5;5;9;23;PLDP
R3;676;2212;KAPELE ;0;1.028;;;P;900;8;765;15;70;25;5;5;7;21;PLDP
R3;676;2216;KAPELE - RAKOVEC;0;2.515;513;MP Rakovec;R 08x1;20;0;18;0;2;0;0;0;0;-;PLDP
R3;677;2203;MP  NOVA VAS - PISECE;0;6.019;515;MP Nova vas;R 08x1;150;0;148;0;2;0;0;0;0;-;PLDP
R3;677;2202;PISECE - ZG.POHANCA-KRSKO;0;17.355;185;Zgornja Pohanca;R 08x4;660;8;613;2;30;4;2;0;1;3;PLDP
R3;678;2215;ST.VAS - FIGAROV MOST;0;755;514;MP Stara vas;R 08x1;160;2;157;0;1;0;0;0;0;-;PLDP
R3;679;1192;RADECE - BREG;0;5.700;286;Loka;R 09x4;1.090;25;981;1;50;20;9;1;3;11;PLDP
R3;679;3909;BREG - SEVNICA;0;8.100;709;Breg;R 09x4;820;15;745;3;35;15;5;1;1;8;PLDP
R3;679;3909;SEVNICA - BLANCA;8.100;16.800;715;Gornje Brezovo;QLD;1.678;3;1.576;3;75;7;11;2;1;10;PLDP
R3;679;3909;BLANCA - BRESTANICA;16.800;21.757;713;Brestanica;R 11x4;1.300;15;1.186;7;60;20;10;1;1;13;PLDP
R3;680;1223;RIMSKE TOPLICE - JURKLOSTER;0;15.040;769;Jurkloster 3;R 10x4;330;5;288;5;13;12;6;1;0;8;PLDP
R3;680;1224;JURKLOSTER - DEZNO;0;6.490;768;Jurkloster 2;R 10x4;390;5;342;3;14;15;9;1;1;10;PLDP
R3;681;4005;LASKO ;0;124;;;P;9.100;70;7.945;160;520;290;65;20;30;189;PLDP
R3;681;4006;LASKO - BREZE-SENTJUR;0;20.027;187;Sentrupert;R 07x1;380;5;349;5;11;4;0;2;4;7;PLDP
R3;681;7233;SENTJUR(PODGORA - NOVA V);0;1.271;;;P;1.500;45;1.346;36;65;8;0;0;0;17;PLDP
R3;682;1441;LOKE - LEDINSCICA;0;10.080;312;Ledinscica;R 10x4;220;3;162;1;20;15;15;2;2;14;PLDP
R3;683;1169;LESICNO - GOLOBINJEK;0;10.294;274;Lesicno;R 10x4;830;15;707;7;50;25;20;1;5;21;PLDP
R3;683;1414;IMENO - MP IMENO;0;1.015;415;MP Imeno;R 10x4;500;1;488;1;10;0;0;0;0;-;PLDP
R3;684;7460;PRELASKO - BUCE-KOZJE;0;7.384;428;Buce;R 10x4;880;10;762;4;55;35;12;2;0;16;PLDP
R3;685;7495;TEKACEVO - ROGASKA SLAT.;0;4.114;910;Tekacevo;QLD6;4.782;22;4.355;30;271;27;47;10;20;60;PLDP
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;R 09x1;600;0;598;0;2;0;0;0;0;-;PLDP
R3;686;1278;TEPANJE - ZICE;0;3.641;568;Zice 2;QLD6;2.146;13;1.856;20;164;23;35;13;22;52;PLDP
R3;686;1279;ZICE - KARTUZIJA;0;6.900;195;Skedenj;R 11x4;400;7;360;2;23;5;2;0;1;3;PLDP
R3;686;1279;KARTUZIJA - DRAMLJE;6.900;14.224;;;P;60;1;54;3;2;0;0;0;0;1;PLDP
R3;687;7207;DOLE - PONIKVA-LOCE;0;14.140;135;Hotunje;QLD5;1.981;25;1.738;5;122;38;48;2;3;37;PLDP
