Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R3;702;2703;TRBONJE - GORTINA;7.150;7.900;485;Trbonje 3;R 09x1;940;15;831;5;51;25;13;0;0;14;PLDP
R3;702;2704;TRBONJE - VUZENICA;0;7.440;484;Trbonje 2;R 09x1;770;15;682;5;36;24;8;0;0;11;PLDP
R3;702;2704;VUZENICA - VUHRED;7.440;13.300;;;P;1.000;15;883;7;40;25;20;5;5;24;PLDP
R3;703;6307;MUTA ;0;830;;;P;2.000;25;1.850;10;65;25;15;5;5;23;PLDP
R3;703;6304;MUTA - GORTINA;0;1.610;571;Muta 2;R 07x1;1.360;20;1.261;15;45;19;0;0;0;10;PLDP
R3;703;6303;GORTINA - BISTRISKI JAREK;0;6.330;482;Muta;R 08x4;500;10;453;1;23;6;5;1;1;5;PLDP
R3;704;1353;RADLJE - RIBNICA;0;12.157;378;Vuhred;R 09x1;850;5;743;6;54;15;23;3;1;20;PLDP
R3;704;1355;RIBNICA - BREZNO;0;10.245;379;Janzevski vrh;QLD6;697;4;631;5;38;6;7;4;2;11;PLDP
R3;705;1432;RUSE - PUSCAVA;0;10.100;705;Fala;R 08x4;1.000;9;908;12;44;13;6;3;5;16;PLDP
R3;706;6301;OZBALT - ZG. KAPLA;0;14.230;486;Ozbalt;R 08x4;440;4;389;4;27;6;7;1;2;8;PLDP
R3;706;8802;HAJDICEV MLIN - GRADISCE;0;2.400;;;P;180;0;172;0;2;6;0;0;0;1;PLDP
R3;707;8801;SP.SELNICA - DUH NA OSTREM VRHU;0;12.861;;;P;170;0;162;0;2;6;0;0;0;1;PLDP
R3;708;1330;ZG.KUNGOTA - MP PLAC;0;5.480;;;P;110;0;104;1;3;1;1;0;0;1;PLDP
R3;709;8614;MB (MELJSKA CESTA);0;1.632;;;P;1.100;10;1.010;20;50;5;5;0;0;12;PLDP
R3;709;8615;MB (MALECNIK-most) - MB (MALECNIK);0;750;572;Malecnik;QLD6;7.326;47;6.927;30;280;20;18;2;2;28;PLDP
R3;709;8615;MB (MALECNIK) - PERNICA;750;6.750;488;Celestrina;QLD6;3.497;20;3.322;24;113;10;6;1;1;16;PLDP
R3;710;1292;MARIBOR - DVORJANE;0;11.965;342;Dogose;QLD6;9.563;66;8.749;74;489;52;64;35;34;117;PLDP
R3;710;1292;DVORJANE - PTUJ;11.965;24.748;438;Vurberk;QLD6;2.029;22;1.866;16;89;13;16;2;5;22;PLDP
R3;710;0247;PTUJ - HAJDINA;0;2.719;637;Ptuj Zahod;QLTC10;15.032;111;13.639;110;881;149;81;28;33;155;PLDP
R3;710;0352;HAJDINA - TURNISCE;0;3.350;911;Turnisce 2;QLD6;1.724;18;1.493;6;92;30;32;18;35;58;PLDP
R3;711;9006;FRAM - RACE;0;2.312;421;Race;QLTC10;6.664;36;6.023;6;374;37;106;33;49;114;PLDP
R3;711;9014;RACE ;0;550;;;P;1.900;30;1.732;33;60;20;15;5;5;32;PLDP
R3;711;9013;RACE - KUNGOTA-KIDRICEVO;0;10.888;311;Brunsvik;R 11x4;1.100;25;976;2;65;24;7;0;1;10;PLDP
R3;712;1331;ZIHLAVA - JURSINCI;0;10.400;;;P;600;10;534;4;30;14;4;2;2;9;PLDP
R3;712;1331;JURSINCI - GABERNIK;10.400;13.000;764;Gabrnik;R 10x4;2.400;30;2.128;17;125;58;32;5;5;41;PLDP
R3;712;1331;GABERNIK - ROGOZNICA(PTUJ);13.000;21.173;363;Pacinje;QLD5;2.598;34;2.287;24;144;43;52;6;8;47;PLDP
R3;713;4910;LJUTOMER - DORNAVA;0;24.800;733;Savci;R 09x4;800;15;693;10;40;25;10;2;5;19;PLDP
R3;713;4910;DORNAVA - KRIZ.SPUHLJA;24.800;28.500;433;Dornava;QLD5;3.761;28;3.357;26;212;56;69;6;7;56;PLDP
R3;713;4910;KRIZ.SPUHLJA - PTUJ;28.500;31.230;425;Rogoznica;QLTC10;9.434;46;8.702;29;491;73;63;13;17;77;PLDP
R3;714;1293;SV. JURIJ OB SCAVNICI - GRABONOS;0;2.879;;;P;1.200;10;940;25;70;40;20;30;65;88;PLDP
R3;714;2806;GRABONOS - SP. IVANJCI;0;2.170;594;Spodnji Ivanjci - 1;R 09x4;970;15;841;10;56;26;13;5;4;22;PLDP
R3;714;2807;SP.IVANJCI - GORNJA RADGONA;0;9.512;595;Spodnji Ivanjci - 2;R 09x4;1.130;21;971;19;62;36;12;6;3;27;PLDP
R3;715;5645;M.SOBOTA - GORICA;0;5.800;42;Markisavci;QLD6;2.671;23;2.462;9;117;18;28;7;7;30;PLDP
R3;715;5645;GORICA - LEMERJE;5.800;8.500;491;Lemerje 2;R 10x4;2.450;8;2.233;18;115;50;20;2;4;31;PLDP
R3;715;5645;LEMERJE - SKAKOVCI;8.500;14.150;490;Lemerje 3;R 10x4;1.120;4;997;4;62;40;9;2;2;17;PLDP
R3;716;5637;LEMERJE - GRAD;0;11.210;489;Bodonci;QLD5;797;10;718;10;38;8;11;1;1;12;PLDP
R3;716;5640;GRAD ;0;1.450;;;P;840;4;782;10;20;21;2;0;1;10;PLDP
R3;716;5630;GRAD - KUZMA;0;4.695;761;Grad;R 10x4;830;8;760;3;35;22;1;0;1;7;PLDP
R3;717;1297;CANKOVA ;0;822;;;P;450;4;436;0;10;0;0;0;0;0;PLDP
R3;717;5614;CANKOVA - GERLINCI;0;5.200;758;Korovci;R 10x4;550;2;517;1;17;11;1;1;0;4;PLDP
R3;717;5615;KOROVCI ;0;420;;;P;350;1;349;0;0;0;0;0;0;0;PLDP
R3;717;5616;GERLINCI;0;355;;;P;250;1;249;0;0;0;0;0;0;0;PLDP
R3;718;5620;PERTOCA - FIKSINCI;0;4.688;759;Pertoca;R 10x4;370;5;338;3;11;12;1;0;0;4;PLDP
